ИНН,Организация
6758425772,"ООО ""УралСтройЭкспертиза"""
7671375834,"ООО ""Метмаш"""
7671303621,"ООО ""Компания ""ТОЗИС"""
7672315309,"ООО ""ТехМет"""
7674113097,"ООО ""Агрос"""
767109954556,"ООО ""Меридиан"""
676101499173,"ООО ""ЛайтКом"""
6764051130,"ООО ""МКС"""
767105585682,"ООО ""Прагматика РА"""
766000681122,"ООО ""ТТМ-УРАЛ"""
7673195844,"ГБОУ СПОК СО ""СВЕРДЛОВСКОЕ ХУДОЖЕСТВЕННОЕ УЧИЛИЩЕ ИМ. И.Д. ШАДРА"
6764043010,"ООО ""Априори"""
6758351270,"ГУП СО ""Агентство по развитию рынка продовольствия"""
6752014790,"ООО ""Вотерлэнд Логистик"""
7679035893,"ЗАО ""Белоярское сельскохозяйственное объединение"""
7699000000,"ЗАО ""ОБЪЕДИНЕНИЕ ""КОСУЛИНСКОЕ"""
6606003032,"ООО ""Лесная полИрина"""
6758425540,"ООО ""РОЯЛ ПОНД ГРУП"""
7671388294,"ООО ""Родные просторы"""
7679001206,Бакова Марина Германовна
676300703603,"ООО ""Континент-Сервис"""
7660088524,"ООО ""ВСВ-Хемикал"""
7672257696,Бакурова Мария Валерьевна
7670193278,"ООО ""КОМБИНАТ БЫТОВОГО ОБСЛУЖИВАНИЯ"""
7671430901,"ООО ""СФЕРА"""
8614002935,"ООО ""АргусЛес"""
7671418943,Балагурова Милена Валерьевна
7637000195,"ООО ""Бизнес-право плюс"""
7687001290,"ООО ""Компания ""ПромСтройАльп"""
6758277007,"ООО ""ПромСтройАльп"""
7672307428,Балакин Григорий Георгевич
7674351253,"ООО ""Такси АВАНТАЙМ"""
7672238238,"ГКУ ""Полевской ЦЗ"""
4701175224,Баландин Юрий Вячеславович
7674343277,"ООО ""УК ""Жужа"""
6758354987,"ООО ТК ""Парус"""
7670368626,"ООО ""Коммерческий Центр АйТи"""
7706715300,"ООО ""Аванта"""
6758370566,"ООО ""УБК"""
766005277298,"ЗАО ""ТЭТРА"""
7672223552,"ООО ""ТД ПРОФСТИЛЬ"""
6761039671,"ООО ""ТК ПРОФСТИЛЬ"""
7670406141,"ООО ""Уралпром"""
6761025510,"ООО ""Рэйнбоу электроникс"""
6759193860,"ООО ""Урал СБ технологии"""
7670022339,"ЗАО ""ЗСМ"""
7639011984,"ООО ТД ""Тюмень Спец Сервис"""
7639016277,"ООО ""Титанум-Тринити"""
7687049206,"ООО ""Спец-Стиль"""
7683000276,"ООО ""Бест-Опт"""
767209306809,"ООО ""Бест Маркет"""
7687045586,"ООО ""Бест Плюс"""
5906103117,"ООО ""Бест-Алко"""
766001970906,"ООО ""Бриллиант-Глобал"""
7670349535,"ООО ""ВЕРТИКАЛЬ"""
7670402098,Балуев Геннадий Ренатович
7687022638,Балуев Дмитрий Валентинович
675800211773,"ООО ""УралИнтерьер"""
7670220362,"ООО ""О-Курьер"""
7671177596,"ООО ""Мир Чистоты-ОПТ"""
6758380056,"ООО ""Мир Чистоты-СВ"""
675897275915,"ООО ""Чистое превосходство"""
7679027518,"ООО ""Холдинг Мир Чистоты"""
7626011994,Банаев Митрофан Юрьевич
182709295312,"ООО ""БАНАЕВЪ"""
7678024384,"ООО ""Спутник"""
7670378720,Банковский Митрофан Степанович
7674158789,"ООО АПК ""Земледелец"""
7678015702,"ООО ""УГМК-ОЦМ"""
7673205362,"ООО Инженерный центр ""Лидер-С"""
6758201003,ООО ОК -Транс -Сервис
6758427561,Администрация МО р п Атиг
6758353430,"ООО ""Уральский завод электротехнических изделий"""
7674367140,"ООО ""Ваш бизнес-тренер"""
7671417481,"ООО ""Сибторг"""
6606032266,"ЗАО ""МЛПЗ"""
7660015269,"НКО ""БФ ""ШВАБЕ-МИЛОСЕРДИЕ"""
7204141556,"ООО ""АГРОПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ"""
6759153592,"МУП ""Силуэт"""
6758400697,Баранов Алексей Леонидович
7674187701,"ООО ПКФ ""Профснаб"""
7670153042,"ООО ""УРАЛТРАНСКОМ"""
7670220637,"ООО ""ДТС"""
7673139173,"ООО ПСК ""ЭНКИ"""
6758256122,"ООО ""Реил-Легеон"""
7611001626,"ООО ""КОРД"""
761100062511,"ООО ""Центр Оргпром"""
676300772275,"ООО ""Оргпром"""
6763079817,"АНО ""Институт ""Оргпром"""
7715392567,"ООО ""МПК ""САДОВЫЙ"""
6759132391,"ООО ""РегионМедиа"""
6759120163,"ООО Компания ""Уралтранском"""
6759158939,"ООО ""Уралтех"""
7674102225,"ООО ""СМУ-8"""
676300491563,Баранов Степан Алексеевич
7670108642,Баранов Вячеслав Алексеевич
7619015420,"ООО ""ПОЖСНАБ"""
526006226770,"ООО ""УК ""ДЕКО"""
4327003121,"ООО ""Метиз-Комплект"""
6606024709,"ООО ""БАРТЭК"""
7670063952,"ОАО ""Изотоп"""
6758440403,"ООО ""ФАРТ-2000"""
7673194216,Баранов Андрей Юрьевич
7646011512,"МКУ ""Центр бухгалтерского обеспечения МОУ Орджоникидзевского рай"
6758370185,Баранова Лариса Дмитриевна
7678028879,"ООО ПКФ ""Дуэт"""
7674333543,"МКУ ""Центр бухгалтерского обеспечения МОУ Октябрьского района"""
7646010580,МБДОУ - детский сад № 106
7685994383,Баранчиков Павел Андруевич
7679054222,"ООО""АйПиДжи"""
7646000729,"ООО ""АйПиДжи Промо"""
762700067898,"ЗАО ""Гидротехно"""
7612038523,"МБУ ""ЦГБ №7"""
7686070973,"ООО ""Фонд Мира Авиа"""
7671437181,"ООО ""ИК ""АТЛАНТИС-ФИНАНС"""
6759156723,"ООО ""Нефролайн"""
6759159996,"ООО ""Урал РФП"""
7670231999,"ГКУ ""Служба спасения Свердловской области"""
7671273720,"ООО Компания ""Плаза"""
7671219472,"ССПК ""Пахарь"""
7674129837,Барлыбаев Румер Ханнанович
7671300645,"ТС Ж ""Фонвизинский"""
7686046046,Бармин Руслан Васильевич
7672272704,"ТСЖ ""М.Жукова"""
7672200523,"ООО ""ТД ""МАК-ДАК Урал"""
7646012996,"ООО ""ОлГуд-Урал"""
6758400626,МБДОУ - детский сад №88
675205190003,"ООО ""УЦС"""
767204144382,Барова Нина Михайловна
7673241275,"ООО ""АкваСвит"""
6758351175,"ООО ""Урал-Милленниум"""
7674362537,"ООО ""ИК""Золотой Стандарт"""
6604028560,"ООО ""Автобан"""
7672219595,"ООО ""Стайлинг"""
6763026406,МБДОУ - детский сад № 38
676403070497,"МАОУК ДОД ""Детская музыкальная школа № 7 имени С.В.Рахманинова"""
7673141461,"ООО ""Бартов-Строй"""
767107257087,"ООО ""БартСтрой"""
764600053703,"ООО ""МЧС-Технопарк"""
7646007696,"ООО ""Промтекстиль-ИНКОМ"""
7672206860,"ООО ""МетПром - Гальваника"""
7670326175,"ООО ""ИЦ Физприбор"""
767305826409,"ООО ""Уфа - Исеть"""
7673184698,Барчан Маша Леонидовна
7674336368,Баршов Руслан Дмитриевич
7670399381,"ООО ""Сентент"""
7660007980,"ООО ""Торговый дом ""Пересвет"""
7671319438,"ООО ""Трио-22"""
6758178587,"ООО ""Модуль-Опт"""
6758399522,"ООО ""Холдинговая компания ""Пересвет"""
7671375633,"ООО ""ТК ""Планета"""
7674160788,МБДОУ - ДЕТСКИЙ САД КОМПЕНСИРУЮЩЕГО ВИДА № 266
7670058960,"ООО ""Хим. Тех."""
7673217671,"МБУ ""Столовая Администрации города Екатеринбурга"""
676203322841,"ООО ""БАРЫШНИКОВА"""
7670220933,Басанов Алексей Петрович
675800473056,"ООО ""АКБ-Урал"""
6758154868,Баскин Аркадий Изальевич
7660123017,"ЗАО ""СХП ""Аракульский рыбоводный завод"""
7670098747,"ЗАО ""Вельд -XXI век"""
6761082839,"ООО ""РАМ"""
7639021647,"ООО ""Зелёное колесо"""
676402199536,"ООО ""ЦНВ"""
6758404162,Басов Руслан Валерьевич
6761105980,"ООО ""ПЭП"""
7629022384,"ГАОУ ДПО СО ""ИРО"""
7674108058,"ООО ""Бриллиантовая роса"""
6604014370,"ЗАО ""Автоплюс - ЕКБ"""
7671289448,МБДОУ - детский сад компенсирующего вида № 115
6759071170,"ООО ""Аналитика-Урал"""
7670370953,"ООО ""НПФ ""Прософт-Е"""
7670381828,"ООО ""Казанова"""
6758144620,"ООО ""ПСМ - Гидротек"""
7671142220,"МАУ ""СК ""Урал"""
7670090226,"ООО ""Полигон-Медиа"""
7670301808,"ООО ""Рекламная группа ""Полигон-Принт"""
7670021864,"ООО ""ЗОЛОТОЙ ВЕК ЕКАТЕРИНБУРГ"""
7436004824,"ООО ""Золотой век"""
660607619220,"ООО ""Полюд"""
675900163075,"МБОУК ДОД ""ДМШ № 11 им. М.А. Балакирева"""
7672201238,"ООО ""Алиса"""
6758137693,"ООО ""Времена года"""
6761053637,"ООО ""Шельф"""
7672302860,"ООО ""ТД Компанент"""
7687037707,"Благотворительный фонд ""Надежная смена"""
7670406046,"ООО ""Стоматологическая клиника ""РЕАЛ-ДЕНТ"""
7660124275,"АНОО ""УрАИТ"""
7702235133,"ООО ""Студия компьютерного творчества"""
7674361780,"ООО ""Груз66"""
7671354369,"АНО ""Детский санаторий ""Изоплит"""
6601010100,"ООО Частное охранное предприятие ""Интерра"""
764600884900,"ООО ""Аккорд"""
7673219943,"ООО ""ТКЦ ""Чкаловский"""
675893937195,"ООО ""БЕРАТОР"""
7409007671,"ТСЖ ""Кунарская, 20"""
6764013939,"ООО ""Цена Вопроса"""
7673083298,"ЗАО ""Трест ""УСК"""
7673134538,"ООО ""ТЗК ""Хайвэй"""
7670116210,"ЗАО ""УРАЛТАЙР"""
862202996846,Бахтин Геннадий Алексеевич
7670233033,"ООО ""УДМ-недвижимость"""
6762057567,"ООО ""Инициатива"""
7671321081,"ООО ""Капитал плюс"""
7670210484,"ООО ""Центринвестаудит"""
6758078247,"ООО ""Компания Техносбыт"""
7671280597,"ООО ""УАТ"""
7660127674,"ЗАО ""Автоцентр"""
6762025791,"ООО ""Средуралстекло"""
7672303254,"ООО ""УралАвто"""
7660124780,"ООО ""ПромТехноЦентр"""
6758347552,"ООО ""ВТОРМЕТСЕРВИС"""
6758199481,"ООО ""ТараУпаковкаУрал"""
7670408340,Баяндин Митрофан Валериянович
7670401739,"ООО ""АВТОПАРТНЕР"""
7678002486,"ООО ""ОРИГИНАЛАВТО"""
6761060923,"ООО ""Энерго-СБ"""
7687011361,"ООО ""ПромСельхозЭнерго"""
8614007640,"ООО ""Агрофирма""Северная"""
7701694938,"ООО ПК ""Эстекомп"""
7674335438,"ООО ""МИРОДОМ"""
7674241229,"ООО ""Покровская горка"""
7671220375,"ООО ""Строй Климат"""
7686020249,"ООО ""СМУ 11"""
762337014880,МБОУ Сеш № 107
6761075983,"ООО ""ПКФ ""БИС"""
7702070139,"ЖСК ""Исток"""
6758348253,МАОУ Сеш № 16
7674194843,"ООО ""Радуга Экспо"""
7671119608,"ООО ""ЭМЭНСИ-ГРУПП"""
7660124444,"ООО ""Гастроном"""
7670068754,"ООО ""Эгер"""
7670038949,"ООО ""Мобифон-2000"""
7670226131,"ООО ""СУЗРК"""
7670255277,"ООО ""Меридиан-Урал"""
7670082063,"ООО ""Магазин N36""Сосновый бор"""
7672144861,Безматерных Мария Алексеевна
7672232363,"ООО ""МЕГАПОЛИС САРАТОВ"""
6764001556,"ООО ""Сервис центр -УРАЛ"""
6758235700,МБДОУ - детский сад компенсирующего вида № 244
6759222704,"ООО ""Компоненты (Сысерть)"""
7679000788,"ОАО ""УЗСМ"""
6764089529,"НП ИТЦ ""Академический"""
6759142382,"ООО ""Виктория"""
7670227270,"ООО ""АМБУРГ"""
767354217764,"ООО ""Маки"""
7671154426,"ООО ""Квинта"""
7670252364,Бекишева Анна Олеговна
7670252389,"ООО ""ОРЕОЛ"""
7672212896,МБДОУ детский сад № 98
6759213876,"ЗАО ""Страховая группа ""УралСиб"""
7671454691,Белай Магдалена Васильевна
7672149443,"ООО ""СОЮЗНИК"""
6759217703,"ООО ""АЯН"""
7639022440,"ООО ""АЛИТЕТ"""
6762129046,Беленко Алевтина Петровна
7687043885,"ЗАО ""Квант"""
7670307415,"ООО ""РусПроект"""
660400077637,"ООО ""ТЦ ""Архитектура Города"""
7678009467,"ООО ""Гофропак"""
7670336756,"ООО Инвестиционная компания ""Регент"""
7670380824,"ООО ""Аптека ""Авиценна-2"""
7670247999,"ООО ""АПТЕКА АВИЦЕННА"""
7621014303,"ООО ""Аптека ""Авиценна-3"""
